Id,Neighborhood,Date,Price,NetArea,GrossArea,NumberOfRoom,AgeOfBuilding,LocatedFloor,TotalFloor,Bathroom,Balcony,Furniture,RentIncome
576677347,Goztepe ,3.05.2019,995.00,85.00,115.00,4.00,0.00,4.00,8.00,2.00,1.00,0.00,0.00
454134796,Goztepe ,11.05.2019,995.00,90.00,125.00,4.00,0.00,3.00,8.00,2.00,0.00,0.00,0.00
664446429,Goztepe ,25.05.2019,995.00,90.00,125.00,4.00,0.00,3.00,8.00,2.00,0.00,0.00,0.00
653184357,Zuhtupasa ,10.05.2019,995.00,92.00,120.00,4.00,0.00,7.00,8.00,2.00,1.00,0.00,0.00
588517908,Goztepe ,20.05.2019,995.00,95.00,125.00,4.00,0.00,3.00,8.00,2.00,0.00,0.00,0.00
647747208,Feneryolu ,24.05.2019,995.00,95.00,120.00,4.00,0.00,7.00,8.00,2.00,1.00,0.00,0.00
678665369,Fenerbahce ,3.05.2019,1000.00,100.00,125.00,4.00,0.00,4.00,11.00,2.00,0.00,0.00,0.00
458370588,Feneryolu ,30.05.2019,1000.00,97.00,120.00,4.00,0.00,10.00,10.00,2.00,1.00,0.00,0.00
631883718,Goztepe ,14.05.2019,1000.00,98.00,118.00,4.00,0.00,12.00,13.00,1.00,0.00,0.00,0.00
649465644,Goztepe ,16.05.2019,1000.00,90.00,110.00,4.00,0.00,7.00,12.00,2.00,0.00,0.00,0.00
618683911,Goztepe ,23.05.2019,1000.00,90.00,120.00,4.00,0.00,11.00,12.00,1.00,0.00,0.00,0.00
690896540,Zuhtupasa ,6.05.2019,1000.00,95.00,126.00,4.00,0.00,4.00,8.00,2.00,1.00,0.00,0.00
616503660,Goztepe ,7.05.2019,1000.00,71.00,80.00,2.00,30.00,3.00,8.00,1.00,0.00,1.00,1.00
692372712,Goztepe ,12.05.2019,1000.00,80.00,105.00,4.00,7.00,5.00,7.00,2.00,0.00,0.00,0.00
695214882,Goztepe ,24.05.2019,1000.00,96.00,130.00,4.00,4.00,1.00,11.00,2.00,0.00,0.00,1.00
629189548,Zuhtupasa ,27.05.2019,1000.00,100.00,130.00,4.00,0.00,1.00,4.00,2.00,0.00,0.00,0.00
669795954,Goztepe ,10.05.2019,1025.00,100.00,120.00,4.00,2.00,10.00,10.00,1.00,1.00,0.00,1.00
640804082,Feneryolu ,20.05.2019,1050.00,94.00,115.00,4.00,0.00,9.00,9.00,2.00,1.00,0.00,0.00
582325401,Goztepe ,10.05.2019,1050.00,100.00,120.00,4.00,0.00,10.00,10.00,1.00,1.00,0.00,0.00
650559576,Fenerbahce ,26.05.2019,1050.00,90.00,120.00,4.00,0.00,1.00,11.00,1.00,1.00,0.00,0.00
678508603,Goztepe ,15.05.2019,1050.00,95.00,123.00,4.00,0.00,0.00,7.00,2.00,0.00,0.00,0.00
689925097,Fenerbahce ,2.05.2019,1050.00,65.00,85.00,3.00,0.00,1.00,4.00,2.00,1.00,0.00,0.00
602974847,Goztepe ,22.05.2019,1050.00,100.00,130.00,4.00,0.00,9.00,15.00,1.00,1.00,0.00,0.00
669786852,Goztepe ,10.05.2019,1050.00,100.00,120.00,4.00,2.00,10.00,10.00,1.00,1.00,0.00,1.00
563462303,Zuhtupasa ,23.05.2019,1050.00,96.00,125.00,4.00,0.00,10.00,14.00,2.00,1.00,0.00,0.00
652382663,Fenerbahce ,27.05.2019,1050.00,75.00,100.00,3.00,4.00,1.00,13.00,1.00,1.00,0.00,0.00
602987662,Feneryolu ,13.05.2019,1050.00,97.00,120.00,4.00,1.00,2.00,12.00,2.00,1.00,0.00,0.00
690747252,Goztepe ,5.05.2019,1050.00,93.00,125.00,4.00,0.00,9.00,8.00,0.00,0.00,0.00,0.00
693323296,Goztepe ,16.05.2019,1050.00,90.00,125.00,4.00,1.00,7.00,9.00,2.00,0.00,0.00,1.00
696206242,Goztepe ,28.05.2019,1055.00,105.00,130.00,4.00,1.00,11.00,14.00,2.00,1.00,0.00,0.00
695890410,Zuhtupasa ,27.05.2019,1065.00,105.00,130.00,4.00,1.00,7.00,8.00,2.00,1.00,0.00,0.00
694517158,Zuhtupasa ,21.05.2019,1070.00,100.00,125.00,4.00,0.00,7.00,8.00,2.00,1.00,0.00,0.00
644165885,Goztepe ,7.05.2019,1075.00,100.00,126.00,4.00,1.00,7.00,8.00,2.00,1.00,0.00,0.00
687262352,Goztepe ,24.05.2019,1075.00,90.00,115.00,4.00,2.00,9.00,15.00,1.00,1.00,0.00,0.00
694085262,Goztepe ,19.05.2019,1080.00,97.00,125.00,4.00,0.00,2.00,14.00,2.00,1.00,0.00,0.00
682778121,Goztepe ,13.05.2019,1085.00,95.00,110.00,4.00,0.00,6.00,12.00,2.00,0.00,0.00,0.00
679287637,Goztepe ,20.05.2019,1095.00,97.00,115.00,4.00,0.00,6.00,12.00,2.00,1.00,0.00,0.00
516237351,Goztepe ,11.10.2018,1100.00,96.00,120.00,4.00,0.00,8.00,8.00,2.00,1.00,0.00,0.00
661919764,Zuhtupasa ,25.05.2019,1100.00,100.00,120.00,3.00,0.00,9.00,10.00,2.00,1.00,0.00,0.00
694537998,Fenerbahce ,21.05.2019,1100.00,100.00,120.00,4.00,28.00,1.00,4.00,2.00,1.00,0.00,0.00
694518792,Zuhtupasa ,21.05.2019,1100.00,100.00,125.00,4.00,0.00,8.00,8.00,2.00,1.00,0.00,0.00
645769080,Feneryolu ,18.05.2019,1100.00,95.00,125.00,4.00,7.00,6.00,8.00,2.00,0.00,0.00,0.00
666239205,Zuhtupasa ,20.05.2019,1100.00,100.00,110.00,3.00,0.00,9.00,10.00,2.00,1.00,1.00,0.00
660788824,Zuhtupasa ,20.05.2019,1100.00,90.00,120.00,3.00,0.00,7.00,10.00,2.00,1.00,1.00,0.00
690188753,Goztepe ,3.05.2019,1100.00,87.00,110.00,4.00,0.00,1.00,7.00,2.00,1.00,0.00,0.00
671951574,Zuhtupasa ,27.05.2019,1100.00,90.00,110.00,3.00,0.00,9.00,10.00,2.00,1.00,1.00,0.00
695877287,Goztepe ,27.05.2019,1100.00,102.00,130.00,4.00,0.00,7.00,8.00,2.00,0.00,0.00,0.00
694500564,Zuhtupasa ,21.05.2019,1100.00,100.00,125.00,4.00,0.00,8.00,8.00,2.00,1.00,0.00,0.00
692058394,Zuhtupasa ,11.05.2019,1100.00,90.00,110.00,3.00,0.00,8.00,10.00,2.00,1.00,0.00,0.00
536308012,Goztepe ,22.05.2019,1100.00,100.00,130.00,4.00,0.00,8.00,9.00,2.00,0.00,0.00,0.00
661097473,Fenerbahce ,15.02.2019,1100.00,80.00,101.00,3.00,2.00,0.00,10.00,1.00,1.00,0.00,1.00
696404868,Goztepe ,29.05.2019,1150.00,90.00,110.00,4.00,4.00,9.00,15.00,1.00,1.00,0.00,0.00
693724159,Goztepe ,18.05.2019,1150.00,103.00,125.00,4.00,0.00,9.00,11.00,2.00,1.00,0.00,0.00
658264807,Feneryolu ,16.05.2019,1150.00,100.00,120.00,4.00,0.00,8.00,15.00,2.00,1.00,0.00,0.00
690100676,Goztepe ,3.05.2019,1150.00,100.00,120.00,4.00,0.00,12.00,14.00,2.00,0.00,0.00,0.00
677877886,Fenerbahce ,29.05.2019,1150.00,80.00,110.00,3.00,0.00,11.00,12.00,2.00,0.00,0.00,0.00
674108116,Goztepe ,19.05.2019,1150.00,95.00,120.00,4.00,0.00,13.00,14.00,1.00,0.00,0.00,0.00
668409340,Fenerbahce ,15.05.2019,1150.00,80.00,110.00,3.00,0.00,11.00,12.00,2.00,0.00,0.00,0.00
693561113,Fenerbahce ,17.05.2019,1150.00,85.00,110.00,3.00,0.00,9.00,10.00,1.00,1.00,0.00,0.00
695205646,Fenerbahce ,24.05.2019,1150.00,80.00,110.00,3.00,0.00,11.00,12.00,2.00,0.00,0.00,0.00
673430547,Fenerbahce ,6.05.2019,1150.00,80.00,110.00,3.00,0.00,11.00,12.00,2.00,0.00,0.00,0.00
584937403,Fenerbahce ,22.05.2019,1150.00,100.00,125.00,4.00,30.00,1.00,3.00,1.00,1.00,0.00,1.00
689440154,Goztepe ,30.05.2019,1150.00,91.00,120.00,4.00,0.00,9.00,11.00,2.00,1.00,0.00,0.00
665933013,Fenerbahce ,21.05.2019,1150.00,80.00,110.00,3.00,0.00,11.00,12.00,2.00,0.00,0.00,0.00
695040522,Fenerbahce ,27.05.2019,1199.00,80.00,110.00,4.00,2.00,5.00,12.00,1.00,1.00,0.00,0.00
664453340,Goztepe ,28.05.2019,1200.00,110.00,130.00,5.00,0.00,8.00,8.00,2.00,1.00,0.00,0.00
616633690,Feneryolu ,26.05.2019,1200.00,90.00,120.00,4.00,0.00,4.00,5.00,2.00,0.00,0.00,0.00
673958432,Fenerbahce ,20.05.2019,1200.00,90.00,110.00,4.00,0.00,9.00,10.00,2.00,0.00,0.00,0.00
601451796,Goztepe ,24.05.2019,1200.00,90.00,100.00,2.00,0.00,1.00,7.00,2.00,0.00,0.00,0.00
685089549,Goztepe ,18.05.2019,1200.00,95.00,125.00,4.00,0.00,8.00,9.00,2.00,0.00,0.00,0.00
692097412,Goztepe ,11.05.2019,1200.00,85.00,110.00,4.00,0.00,6.00,7.00,2.00,0.00,0.00,0.00
632444916,Fenerbahce ,11.05.2019,1210.00,95.00,115.00,4.00,3.00,3.00,6.00,2.00,1.00,0.00,1.00
680476021,Fenerbahce ,18.05.2019,1220.00,95.00,120.00,4.00,2.00,6.00,14.00,1.00,1.00,0.00,0.00
672836149,Fenerbahce ,19.05.2019,1220.00,90.00,110.00,4.00,0.00,6.00,13.00,1.00,1.00,0.00,0.00
330768339,Feneryolu ,27.05.2019,1220.00,107.00,125.00,4.00,0.00,11.00,15.00,2.00,1.00,1.00,0.00
696430798,Fenerbahce ,29.05.2019,1225.00,100.00,130.00,4.00,0.00,2.00,3.00,2.00,1.00,0.00,0.00
676706583,Goztepe ,26.05.2019,1230.00,100.00,120.00,4.00,0.00,3.00,14.00,2.00,1.00,0.00,0.00
681632763,Feneryolu ,13.05.2019,1245.00,100.00,115.00,4.00,0.00,3.00,9.00,2.00,1.00,0.00,0.00
689114906,Zuhtupasa ,29.05.2019,1250.00,97.00,120.00,4.00,3.00,1.00,3.00,2.00,1.00,0.00,0.00
656823183,Fenerbahce ,6.05.2019,1250.00,80.00,100.00,3.00,13.00,3.00,11.00,1.00,0.00,0.00,1.00
691073378,Goztepe ,7.05.2019,1250.00,100.00,125.00,4.00,0.00,8.00,10.00,2.00,1.00,0.00,0.00
695443201,Goztepe ,25.05.2019,1250.00,120.00,120.00,4.00,7.00,6.00,6.00,3.00,1.00,0.00,0.00
614131122,Goztepe ,13.05.2019,1250.00,92.00,125.00,4.00,0.00,10.00,13.00,2.00,0.00,0.00,0.00
635583509,Goztepe ,12.05.2019,1250.00,82.00,120.00,4.00,0.00,7.00,11.00,2.00,0.00,0.00,0.00
632537557,Goztepe ,9.05.2019,1250.00,75.00,95.00,2.00,0.00,8.00,8.00,2.00,1.00,1.00,0.00
682774227,Feneryolu ,12.05.2019,1290.00,92.00,120.00,4.00,0.00,6.00,14.00,2.00,0.00,0.00,0.00
674911691,Zuhtupasa ,22.05.2019,1295.00,100.00,120.00,4.00,0.00,8.00,8.00,2.00,1.00,0.00,0.00
652352689,Fenerbahce ,27.05.2019,1295.00,100.00,120.00,4.00,1.00,3.00,11.00,2.00,0.00,0.00,1.00
686740724,Fenerbahce ,23.05.2019,1295.00,98.00,129.00,4.00,0.00,3.00,11.00,2.00,0.00,0.00,1.00
615396803,Fenerbahce ,15.05.2019,1299.00,68.00,90.00,3.00,0.00,4.00,2.00,2.00,1.00,1.00,0.00
651920557,Fenerbahce ,13.05.2019,1300.00,108.00,127.00,4.00,0.00,7.00,7.00,2.00,1.00,0.00,0.00
661523404,Fenerbahce ,17.05.2019,1300.00,100.00,120.00,4.00,13.00,6.00,10.00,1.00,0.00,0.00,0.00
665562152,Feneryolu ,6.05.2019,1300.00,94.00,115.00,4.00,0.00,9.00,9.00,2.00,1.00,0.00,0.00
650712099,Fenerbahce ,29.05.2019,1320.00,80.00,100.00,3.00,0.00,11.00,11.00,1.00,1.00,0.00,0.00
696156758,Fenerbahce ,28.05.2019,1320.00,80.00,100.00,3.00,0.00,11.00,11.00,1.00,1.00,0.00,0.00
633121725,Fenerbahce ,8.05.2019,1325.00,96.00,129.00,4.00,1.00,1.00,11.00,2.00,0.00,0.00,0.00
567138786,Fenerbahce ,21.02.2019,1350.00,100.00,110.00,4.00,0.00,3.00,8.00,2.00,1.00,0.00,1.00
664201337,Goztepe ,24.05.2019,1350.00,105.00,125.00,4.00,1.00,12.00,14.00,2.00,1.00,0.00,1.00
637785652,Fenerbahce ,19.05.2019,1350.00,100.00,115.00,4.00,2.00,3.00,11.00,2.00,1.00,0.00,1.00
662485658,Feneryolu ,20.05.2019,1400.00,89.00,123.00,4.00,0.00,1.00,20.00,2.00,0.00,0.00,0.00
614754306,Fenerbahce ,1.05.2019,1400.00,105.00,125.00,4.00,0.00,5.00,12.00,2.00,0.00,0.00,0.00
625523114,Fenerbahce ,15.05.2019,1400.00,79.00,105.00,3.00,7.00,6.00,9.00,2.00,0.00,0.00,1.00
658211393,Fenerbahce ,14.05.2019,1400.00,105.00,120.00,3.00,25.00,9.00,9.00,1.00,1.00,0.00,1.00
666787403,Fenerbahce ,22.05.2019,1400.00,105.00,125.00,4.00,0.00,9.00,11.00,2.00,1.00,0.00,0.00
548178925,Fenerbahce ,24.05.2019,1400.00,70.00,90.00,3.00,7.00,6.00,8.00,2.00,1.00,0.00,0.00
695080631,Fenerbahce ,23.05.2019,1470.00,100.00,125.00,4.00,0.00,4.00,12.00,2.00,0.00,0.00,0.00
687230096,Fenerbahce ,24.05.2019,1475.00,100.00,125.00,4.00,30.00,4.00,8.00,1.00,1.00,0.00,0.00
642897964,Feneryolu ,21.05.2019,1490.00,92.00,126.00,4.00,0.00,2.00,15.00,2.00,0.00,0.00,0.00
696422443,Feneryolu ,29.05.2019,1495.00,100.00,130.00,4.00,0.00,5.00,14.00,2.00,1.00,0.00,0.00
691572301,Fenerbahce ,9.05.2019,1495.00,92.00,115.00,4.00,0.00,8.00,8.00,2.00,1.00,0.00,0.00
664543356,Fenerbahce ,27.05.2019,1500.00,105.00,125.00,4.00,30.00,3.00,4.00,1.00,1.00,0.00,1.00
693280893,Fenerbahce ,16.05.2019,1500.00,90.00,110.00,4.00,2.00,4.00,11.00,2.00,0.00,0.00,0.00
602097821,Fenerbahce ,10.05.2019,1500.00,108.00,127.00,4.00,1.00,7.00,7.00,2.00,1.00,0.00,0.00
689664129,Fenerbahce ,1.05.2019,1500.00,108.00,127.00,4.00,1.00,7.00,7.00,2.00,1.00,0.00,0.00
656514459,Fenerbahce ,29.05.2019,1500.00,108.00,130.00,4.00,0.00,7.00,7.00,2.00,1.00,0.00,0.00
632187773,Fenerbahce ,2.05.2019,1560.00,105.00,105.00,4.00,4.00,10.00,15.00,1.00,0.00,0.00,0.00
691572525,Fenerbahce ,9.05.2019,1560.00,105.00,120.00,4.00,4.00,10.00,15.00,1.00,0.00,0.00,0.00
684294955,Feneryolu ,15.05.2019,1585.00,95.00,128.00,4.00,0.00,8.00,14.00,2.00,1.00,0.00,0.00
681659580,Fenerbahce ,8.05.2019,1650.00,98.00,115.00,4.00,0.00,8.00,8.00,2.00,1.00,0.00,1.00
693722729,Goztepe ,18.05.2019,1650.00,102.00,129.00,4.00,0.00,13.00,14.00,2.00,1.00,0.00,0.00
635418391,Fenerbahce ,29.05.2019,1650.00,100.00,120.00,4.00,0.00,2.00,3.00,2.00,1.00,0.00,0.00
679758885,Feneryolu ,6.05.2019,1700.00,117.00,128.00,3.00,30.00,2.00,2.00,1.00,1.00,0.00,0.00
622187403,Fenerbahce ,14.05.2019,1750.00,85.00,90.00,3.00,0.00,1.00,12.00,1.00,1.00,0.00,0.00
692145552,Feneryolu ,11.05.2019,1800.00,100.00,125.00,4.00,0.00,12.00,13.00,2.00,0.00,0.00,0.00
692137201,Feneryolu ,12.05.2019,1800.00,100.00,125.00,4.00,0.00,12.00,13.00,2.00,0.00,0.00,0.00
690404985,Fenerbahce ,4.05.2019,1875.00,100.00,120.00,4.00,0.00,1.00,3.00,1.00,1.00,0.00,0.00
549382351,Fenerbahce ,16.05.2019,1900.00,110.00,110.00,4.00,0.00,12.00,12.00,2.00,1.00,0.00,0.00
691898040,Fenerbahce ,10.05.2019,1950.00,90.00,120.00,4.00,0.00,5.00,10.00,2.00,0.00,0.00,0.00
634388272,Fenerbahce ,27.05.2019,1990.00,118.00,130.00,4.00,0.00,11.00,11.00,2.00,1.00,0.00,0.00
680089145,Fenerbahce ,4.05.2019,2100.00,90.00,120.00,4.00,0.00,9.00,10.00,2.00,0.00,0.00,0.00
611715397,Feneryolu ,3.10.2018,2200.00,90.00,100.00,4.00,0.00,7.00,14.00,1.00,0.00,0.00,0.00
630015488,Fenerbahce ,27.11.2018,2450.00,120.00,125.00,4.00,0.00,1.00,14.00,2.00,1.00,0.00,1.00
678624672,Goztepe ,31.03.2019,3000.00,100.00,125.00,4.00,3.00,4.00,7.00,2.00,0.00,0.00,0.00
624929732,Fenerbahce ,12.05.2019,4150.00,95.00,114.00,4.00,0.00,14.00,14.00,2.00,1.00,1.00,0.00
